SITE_HISTORY_ID,SITE_OLD_ID,SITE_NAME,SITE_PREVIOUS_NAME,SITE_BASIN,SITE_LOCATION,SITE_RIVMILE,SITE_HUC8,SITE_RIB_ID,SITE_STATION,SITE_DESC,SITE_LATITUDE,SITE_LONGITUDE,SITE_CITY_TOWN,SITE_COUNTY,SITE_FIPS_CDE,SITE_DEC_REGION,SITE_NHD_REACHCODE,SITE_NHD_M_VALUE,SITE_PWL_ID,SITE_WATERSHED_ID_NUM,SITE_WQ_STANDARD,SITE_ECO_REGION,SITE_HABITAT_TYPE,SITE_SITE_CONDITION,SITE_DRAINAGE,SITE_NTL_ELEVATION_DATASET_10
14-WLAK-5.8,42674403,White Lake Brook,NA,14,WLAK,5.8,2040104,NA,29,sr 17b.,41.6747,-74.8196,Bethel,Sullivan,105,3,NA,NA,1401-0057,D-10-18,B,8,NA,NA,NA,369.0276
14-WLDEL_T22-2.1,42674545,Unnamed Tributary To Little Delaware River,WCRMN-01 (pre-2017),14,WLDEL_T22,2.1,2040101,NA,1,sawmill rd. bridge.,42.3131,-74.72079,Bovina,Delaware,25,4,NA,NA,1404-0071,D-71-61,C(T),8,NA,NA,NA,738.3644
14-WLRED-0.1,42674028,Little Red Kill,NA,14,WLRED,0.1,2040102,NA,1,5 m above bridge on main street.,42.15597,-74.53232,Middletown,Delaware,25,4,NA,NA,1403-0106,D-70-80- 2-12,B(T),8,NA,NA,NA,455.822
14-WMORR-0.2,42674548,Morrison Brook,NA,14,WMORR,0.2,2040102,NA,1,morrison brook rd. bridge.,42.0162,-75.1329,Hancock,Delaware,25,4,NA,NA,1403-0011,D-70-21 thru 42 (selected),C(T),8,NA,NA,NA,318.571
14-WOFH-1.2,3392,Wolf Hollow,WOH-09 (pre-2017),14,WOFH,1.2,2040102,NA,9,wolf hollow rd.,42.15028,-74.81598,Andes,Delaware,25,4,NA,NA,1403-0096,D-70-56,C(T),8,NA,NA,NA,484.5378
14-WPVAL-0.9,42674581,Pleasant Valley Brook,NA,14,WPVAL,0.9,2040102,NA,1,hardscrabble rd.,42.3023,-74.561,Roxbury,Delaware,25,4,NA,NA,1403-0020,D-70 (portion 5),B(TS),8,NA,NA,NA,472.2307
14-WREDK-0.1,42674056,Red Kill,NA,14,WREDK,0.1,2040102,NA,1,at old route 28 bridge.,42.159096,-74.556304,Middletown,Delaware,25,4,NA,NA,1403-0040,D-70-80,B(TS),8,NA,NA,NA,439.2185
14-WRIT-1.6,1281,Wright Brook,NA,14,WRIT,1.6,2040101,NA,1,co. rte 33 bridge; 40 m downstream.,42.3497,-74.80639,Kortright,Delaware,25,4,NA,NA,1404-0081,D-71-78,C(T),8,NA,NA,NA,461.1419
14-WSTB-1.1,1271,West Brook,WSTB 02 (pre-2014),14,WSTB,1.1,2040101,14042301,2,austin lincoln park rd; 20 m downstream.,42.1775,-75.12778,Walton,Delaware,25,4,NA,NA,1404-0058,D-71-38,B(TS),8,NA,NA,NA,374.7793
14-WSTB-2.8,1272,West Brook,WSTB 01 (pre-2014),14,WSTB,2.8,2040101,NA,1,rte 23 bridge. just abv kerrs ck; 300 m below.,42.19861,-75.12083,Walton,Delaware,25,4,NA,NA,1404-0058,D-71-38,B(TS),8,NA,NA,NA,394.7681
14-WTAK-0.1,42673882,Whitaker Brook,NA,14,WTAK,0.1,2040101,NA,0.1,off sr 17.,42.033724,-75.410897,Deposit,Delaware,25,4,NA,NA,1404-0026,D-71- 2 thru 13 (selected),C(TS),8,NA,NA,NA,301.0625
14-WTRUT-3.5,42674087,Trout Creek,WTRUT-00 (pre-2017),14,WTRUT,3.5,2040101,NA,0,downstream of sr 206 adjacent to town of tomkins stone stockpile.,42.204783,-75.2755,Tompkins,Delaware,25,4,NA,NA,1404-0050,D-71-20,C(TS),8,NA,NA,NA,383.0842
14-WVLY-0.6,42674094,Vly Creek,NA,14,WVLY,0.6,2040102,NA,03A,behind fleishmann's community church.,42.158281,-74.5208,Middletown,Delaware,25,4,NA,NA,1403-0044,D-70-80-13,B(TS),8,NA,NA,NA,475.1172
14-WWOH-0.7,42674104,Emory Brook,WWOH-16 (pre-2017),14,WWOH,0.7,2040102,NA,16,at main st. bridge.,42.150983,-74.519147,Middletown,Delaware,25,4,NA,NA,1403-0040,D-70-80,B(TS),8,NA,NA,NA,476.6327
14-WYANK-0.2,42674590,Unnamed Tributary To Yankee Lake,NA,14,WYANK,0.2,2040104,NA,1,100 m above yankee lake rd.,41.5823,-74.5688,Mamakating,Sullivan,105,3,NA,NA,1402-0041,D- 1-13 thru 36 (selected),B,8,NA,NA,NA,442.921
14-WYNK-0.2,1249,Wynkoop Brook,NA,14,WYNK,0.2,2040104,NA,1,hasbrouk rd. bridge; 20 m upstream.,41.792,-74.61549,Fallsburg,Sullivan,105,3,NA,NA,1402-0050,D- 1-37 thru 63 (selected),B(T),8,NA,NA,NA,373.3044
15-DORO-0.3,3895,Dorotockeys Run,NA,15,DORO,0.3,2030103,NA,1,at ramland rd. bridge.,41.033596,-73.976729,Orangetown,Rockland,87,3,NA,NA,1501-0032,NJ- 1a thru e,C,14,NA,NA,NA,22.8
15-HACK-2.8,1809,Hackensack River,NA,15,HACK,2.8,2030103,15012105,1,10 m above cr15 bridge (western hwy).,41.08611,-73.96278,Clarkstown,Rockland,87,3,NA,NA,1501-0026,NJ- 1 (portion 2),A,14,NA,Altered,NA,16.8
15-HACK-3.3,42674468,Hackensack River,NA,15,HACK,3.3,2030103,NA,T12,route 59.,41.0925,-73.9603,Clarkstown,Rockland,87,3,NA,NA,1501-0026,NJ- 1 (portion 2),A,14,NA,Altered,NA,17.4
15-HACK_E-1.5,2576,East Branch Hackensack River,HACK-03; HACK-E1,15,HACK_E,1.5,2030103,NA,E1,20 m upstream of svahn drive.,41.13114,-73.95028,Clarkstown,Rockland,87,3,NA,NA,1501-0030,NJ- 1/P977a-13,C,14,High_gradient;hard_bottom,Altered,NA,45.299
15-HACK_W-1.4,1815,West Branch Hackensack River,HACK-02(prior 2013),15,HACK_W,1.4,2030103,NA,2,just below old state rt 304 bridge (cr29).,41.17139,-73.96944,Clarkstown,Rockland,87,3,NA,NA,1501-0029,NJ- 1/P977a-,A(T),8,NA,Altered,NA,27.499
15-HACK_W-4.6,4027,West Branch Hackensack River,HACK-W1 (pre-2017),15,HACK_W,4.6,2030103,NA,W1,above north little tor rd.,41.182483,-74.00465,Clarkstown,Rockland,87,3,NA,NA,1501-0009,NJ- 1/P977a-12,C(T),8,NA,Altered,NA,39.918
15-HACK_WT1-1.0,4026,Unnamed Tributary To West Branch Hackensack River,DMRK-01 (pre-2017),15,HACK_WT1,1,2030103,NA,1,south little tor rd.,41.132867,-74.0024,Clarkstown,Rockland,87,3,NA,NA,1501-0009,NJ- 1/P977a-12,C,14,NA,Altered,NA,77.318
15-HACK_WT5-0.1,4028,Unnamed Tributary West Branch Hackensack River,LUCI-01 (pre-2017),15,HACK_WT5,0.1,2030103,NA,1,off woodhaven dr.,41.18189,-73.99913,Clarkstown,Rockland,87,3,NA,NA,1501-0009,NJ- 1/P977a-12,C(T),8,NA,Altered,NA,37.499
15-INKL-1.1,2579,Indian Kill,NA,15,INKL,1.1,2030103,NA,1,just off rte 17a. 15 m above.,41.236,-74.19875,Tuxedo,Orange,71,3,NA,NA,1501-0036,NJ-12,A,8,NA,NA,NA,194.2556
15-KJSTP-001,NA,Kiryas-joel Effluent,NA,15,KJSTP,1,2030103,NA,NA,plant discharge outfall 001 entering unnamed trib to ramapo.,41.33516,-74.161354,Monroe,Orange,71,3,2.03E+12,NA,1501-0037,NJ-12,C,8,NA,NA,NA,187.6402
15-LTUXE-0.0,42673949,Tuxedo Lake,NA,15,LTUXE,0,2030103,NA,Comp,NA,41.2,-74.206,Tuxedo,Orange,71,3,NA,NA,1501-0050,NJ-12-15-P1007,AA(T),8,NA,NA,NA,169.549
15-LWEWA-0.0,42673948,Wee Wah Lake,NA,15,LWEWA,0,2030103,NA,Comp,NA,41.215,-74.196,Tuxedo,Orange,71,3,NA,NA,1501-0050,NJ-12-15-P1007,AA(T),8,NA,NA,NA,150.349
15-MAWA-1.8,1813,Mahwah River,NA,15,MAWA,1.8,2030103,NA,1,10 m above montebello rd. bridge.,41.12417,-74.13611,Ramapo,Rockland,87,3,NA,NA,1501-0011,NJ-11,A,8,NA,NA,NA,90.84229
15-MAWA-3.7,42674414,Mahwah River,NA,15,MAWA,3.7,2030103,NA,34,orchard circle.,41.1358,-74.1219,Ramapo,Rockland,87,3,NA,NA,1501-0011,NJ-11,A,8,NA,NA,NA,97.118
15-MUDD-0.6,4030,Muddy Creek,NA,15,MUDD,0.6,2030103,NA,2,off west washington ave.,41.06,-74.0235,Orangetown,Rockland,87,3,NA,NA,1501-0014,NJ- 2 thru 4,C,14,NA,NA,NA,66.61
15-MUDD-1.3,4032,Muddy Creek,NA,15,MUDD,1.3,2030103,NA,1,west crooked hill rd.,41.0681,-74.02593,Orangetown,Rockland,87,3,NA,NA,1501-0014,NJ- 2 thru 4,C,14,NA,NA,NA,70.21
15-MUDD-2.1,4031,Muddy Creek,NA,15,MUDD,2.1,2030103,NA,0,above reed pond. at rear of industrial park.,41.07934,-74.02253,Orangetown,Rockland,87,3,NA,NA,1501-0014,NJ- 2 thru 4,C,14,NA,NA,NA,82.41
15-NAUR-0.3,1808,Nauraushaun Brook,NA,15,NAUR,0.3,2030103,NA,1,30 m below sickletown rd. bridge.,41.05889,-73.99193,Orangetown,Rockland,87,3,NA,NA,1501-0010,NJ- 1- 4,A,14,NA,NA,NA,24.5
15-OCSDSTP-001,NA,Orange County Sewer District Effluent,NA,15,OCSDSTP,1,2030103,NA,NA,plant discharge outfall 001 entering ramapo.,41.310499,-74.1431,Woodbury,Orange,71,3,2.03E+12,NA,1501-0037,NJ-12,C,8,NA,NA,NA,162.145
15-PASC-0.3,1810,Pascack Brook,NA,15,PASC,0.3,2030103,NA,1,20 m above west washington st bridge.,41.05972,-74.03611,Orangetown,Rockland,87,3,NA,NA,1501-0015,NJ- 5,C(T),14,NA,NA,NA,66.31
15-PASC_T2-1.4,4035,Unnamed Tributary To Pascack Brook,SUZA-01 (pre-2017),15,PASC_T2,1.4,2030103,NA,1,downstream of north main st.,41.11794,-74.04364,Ramapo,Rockland,87,3,NA,NA,1501-0015,NJ- 5,C,14,NA,NA,NA,133.71
15-PINB-0.5,2609,Pine Brook,NA,15,PINB,0.5,2030103,NA,1,15 m below pine brook rd. bridge.,41.07867,-74.06771,Ramapo,Rockland,87,3,NA,NA,1501-0033,NJ- 6 thru 8,C,14,NA,NA,NA,104.11
15-RAMA-1.1,762,Ramapo River,NA,15,RAMA,1.1,2030103,15011001,7,50 m above 4th st. bridge.,41.12516,-74.164555,Ramapo,Rockland,87,3,NA,NA,1501-0012,NJ-12,A,8,NA,NA,NA,82.45599
15-RAMA-11.8,NA,Ramapo River,NA,15,RAMA,11.8,2030103,NA,NA,adjacent to state hwy 17. downstream of warwick brook.,41.250157,-74.168322,Tuxedo,Orange,71,3,2.03E+12,NA,1501-0036,NJ-12,A(T),8,NA,NA,NA,141.5465
15-RAMA-13.3,759,Ramapo River,NA,15,RAMA,13.3,2030103,NA,4,0.2 mi south of arden bridge; end of water st.,41.27361,-74.15334,Tuxedo,Orange,71,3,NA,NA,1501-0036,NJ-12,A(T),8,NA,NA,NA,155.2527
15-RAMA-13.7,42674382,Ramapo River,NA,15,RAMA,13.7,2030103,NA,14,test_1482.,41.2791,-74.1493,Tuxedo,Orange,71,3,NA,NA,1501-0036,NJ-12,A(T),8,NA,NA,NA,155.6437
15-RAMA-16.1,758,Ramapo River,NA,15,RAMA,16.1,2030103,NA,3,at nepera plant bridge.,41.30722,-74.13695,Woodbury,Orange,71,3,NA,NA,1501-0037,NJ-12,C,8,NA,NA,NA,158.2462
15-RAMA-16.5,757,Ramapo River,NA,15,RAMA,16.5,2030103,NA,2,50 m downstream of route 17 bridge.,41.31,-74.14278,Woodbury,Orange,71,3,NA,NA,1501-0037,NJ-12,C,8,NA,NA,NA,161.7477
15-RAMA-16.7,756,Ramapo River,NA,15,RAMA,16.7,2030103,NA,1,5 m below monroe park pond.,41.31028,-74.14361,Woodbury,Orange,71,3,NA,NA,1501-0037,NJ-12,B,8,NA,NA,NA,162.3472
15-RAMA-16.8,755,Ramapo River,NA,15,RAMA,16.8,2030103,NA,0,20 m below river rd. bridge.,41.31222,-74.14888,Monroe,Orange,71,3,NA,NA,1501-0037,NJ-12,B,8,NA,NA,NA,163.5422
15-RAMA-18.6,NA,Ramapo River,NA,15,RAMA,18.6,2030103,NA,NA,freeland street.,41.323767,-74.1723,Monroe,Orange,71,3,2.03E+12,NA,1501-0037,NJ-12,B,8,NA,NA,NA,174.9211
15-RAMA-4.8,NA,Ramapo River,NA,15,RAMA,4.8,2030103,NA,NA,seven lakes d.,41.1621,-74.1887,Ramapo,Rockland,87,3,2.03E+12,NA,1501-0012,NJ-12,A(T),8,NA,NA,NA,103.8429
15-RAMA-7.3,761,Ramapo River,NA,15,RAMA,7.3,2030103,NA,6,100 m downstream of east village rd.,41.19528,-74.18361,Tuxedo,Orange,71,3,NA,NA,1501-0012,NJ-12,A(T),8,NA,NA,NA,122.0483
15-RAMA-9.2,4017,Ramapo River,NA,15,RAMA,9.2,2030103,NA,05B,adjacent to state hwy 17. downstream of warwick brook.,41.219407,-74.185343,Tuxedo,Orange,71,3,NA,NA,1501-0036,NJ-12,A(T),8,NA,NA,NA,139.949
15-RAMA-9.9,760,Ramapo River,NA,15,RAMA,9.9,2030103,NA,5,100 m above rt. 210 bridge.,41.22833,-74.18306,Tuxedo,Orange,71,3,NA,NA,1501-0036,NJ-12,A(T),8,NA,NA,NA,139.949
15-RAMA_T25-0.4,4018,Unnamed Tributary To Ramapo River,RAMT-01 (pre-2017),15,RAMA_T25,0.4,2030103,NA,1,at county route 105 overpass.,41.326633,-74.1679,Monroe,Orange,71,3,NA,NA,1501-0037,NJ-12,C,8,NA,NA,NA,181.0476
15-RAMA_T25_3-0.2,NA,Unnamed Tributary To Ramapo River,NA,15,RAMA_T25_3,0.2,2030103,NA,NA,downstream of kj outfall at bakertown rd.,41.335254,-74.16158,Monroe,Orange,71,3,2.03E+12,NA,1501-0037,NJ-12,C,8,NA,NA,NA,187.5394
15-RAMA_T25_3-0.3,NA,Unnamed Tributary To Ramapo River,NA,15,RAMA_T25_3,0.3,2030103,NA,NA,upstream of kj outfall at bakertown rd.,41.335117,-74.16129,Monroe,Orange,71,3,2.03E+12,NA,1501-0037,NJ-12,C,8,NA,NA,NA,187.6394
15-RING-0.2,2613,Ringwood River,NA,15,RING,0.2,2030103,NA,1,10 m below long meadow rd. bridge.,41.15235,-74.24035,Tuxedo,Orange,71,3,NA,NA,1501-0064,NJ-13,C(T),8,NA,NA,NA,132.0466
15-SADL-0.2,4034,Saddle River,NA,15,SADL,0.2,2030103,NA,0,hillside ave.,41.08078,-74.08291,Ramapo,Rockland,87,3,NA,NA,1501-0033,NJ- 6 thru 8,C,14,NA,NA,NA,91.71
15-SADL-1.5,1811,Saddle River,NA,15,SADL,1.5,2030103,NA,1,20 m above lake rd. bridge. mileage is from nj border to sadl-01.,41.05917,-74.095,Upper Saddle River (NJ),Upper Saddle River (NJ),NA,3,NA,NA,1501-0033,NJ- 6 thru 8,C,14,NA,NA,NA,57.08583
15-SADL_T4-0.3,4033,Unnamed Tributary To Saddle River,SADL-T (pre-2017),15,SADL_T4,0.3,2030103,NA,T,cherry lane.,41.08668,-74.0938,Ramapo,Rockland,87,3,NA,NA,1501-0033,NJ- 6 thru 8,C,14,NA,NA,NA,103.91
15-STOB-0.4,1812,Stony Brook,NA,15,STOB,0.4,2030103,NA,1,20 m above seven lakes rd. bridge.,41.16472,-74.18361,Ramapo,Rockland,87,3,NA,NA,1501-0039,NJ-12- 6,C(T),8,NA,NA,NA,108.249
15-SUNY-0.2,2636,Sunny Brook,NA,15,SUNY,0.2,2030103,NA,1,10 m below rte 202 bridge.,41.15924,-74.09836,Ramapo,Rockland,87,3,NA,NA,1501-0035,NJ-11,C(T),8,NA,NA,NA,109.318
15-TORN-0.2,4036,Torne Brook,NA,15,TORN,0.2,2030103,NA,1,downstream of torne brook rd.,41.14162,-74.16201,Ramapo,Rockland,87,3,NA,NA,1501-0012,NJ-12,B,8,NA,NA,NA,97.2548
15-WARI-0.9,2652,Warwick Brook,NA,15,WARI,0.9,2030103,NA,1,off warwick brook rd.,41.22191,-74.197913,Tuxedo,Orange,71,3,NA,NA,1501-0036,NJ-12,C,8,NA,NA,NA,167.4509
15-WARI_T1-0.6,3939,Unnamed Tributary To Warwick Brook,WARI-A (pre-2017),15,WARI_T1,0.6,2030103,NA,A,off cr 84. long meadow rd.,41.21911,-74.2245,Tuxedo,Orange,71,3,NA,NA,1501-0036,NJ-12,C,8,NA,NA,NA,230.9493
15-WARI_T2-0.1,3940,Unnamed Tributary To Warwick Brook,WARI-B (pre-2017),15,WARI_T2,0.1,2030103,NA,B,ironwood dr.,41.23038,-74.23191,Tuxedo,Orange,71,3,NA,NA,1501-0036,NJ-12,C,8,NA,NA,NA,236.149
15-WRAMA-4.8,42674583,Ramapo River,NA,15,WRAMA,4.8,2030103,NA,06B,seven lakes dr.,41.1621,-74.1887,Ramapo,Rockland,87,3,NA,NA,1501-0012,NJ-12,A(T),8,NA,NA,NA,103.8429
15-WRAMA_T5-0.9,42674582,Unnamed Tributary To Ramapo River,WRAMA-S(pre-2017),15,WRAMA_T5,0.9,2030103,NA,S,sterling ave.,41.151,-74.19699,Ramapo,Rockland,87,3,NA,NA,1501-0012,NJ-12,B,8,NA,NA,NA,107.9516
16-AMEN_T2-1.1,42674368,Unnamed Tributary To Amenia Stream,NA,16,AMEN_T2,1.1,1100005,NA,4,mechanic st.,41.8481,-73.55229,Amenia,Dutchess,27,3,NA,NA,1601-0024,Conn 15-11,C(T),8,NA,NA,NA,166.0527
16-BALD-0.6,3888,Baldwin Brook,NA,16,BALD,0.6,1100005,NA,1,rhoen rd. bridge.,42.332541,-73.429031,Austerlitz,Columbia,21,4,NA,NA,1601-0033,Mass 5a thru 7a,C(TS),8,NA,NA,NA,380.7591
16-BOGH-0.3,42674447,Bog Hollow Brook,NA,16,BOGH,0.3,1100005,NA,28,brasher rd. bridge.,41.7548,-73.51629,Dover,Dutchess,27,3,NA,NA,1601-0010,Conn 12 thru 18 (selected),C,8,NA,NA,NA,163.0514
16-BURT-2.2,2537,Burton Brook,NA,16,BURT,2.2,1100005,NA,1,20 m upstream of cr 21 bridge.,41.64389,-73.59142,Dover,Dutchess,27,3,NA,NA,1601-0015,Conn 15- 4,C(T),8,NA,NA,NA,131.937
16-CHUR-0.6,2545,Stone Church Brook,NA,16,CHUR,0.6,1100005,NA,1,5 m above/below bridge.,41.73619,-73.58053,Dover,Dutchess,27,3,NA,NA,1601-0011,Conn 15,C(T),8,NA,NA,NA,116.7366
16-GREE-2.5,1836,Green Creek,NA,16,GREE,2.5,1100005,16011112,1,10 m below rte 71 bridge.,42.26139,-73.47056,Hillsdale,Columbia,21,4,NA,NA,1601-0032,Mass 5,C(TS),8,High_gradient;hard_bottom,Reference,NA,285.1503
16-MLHU-1.0,2595,Mill Brook,NA,16,MLHU,1,1100005,NA,1,cr 2. amenia union rd.,41.82408,-73.50528,Amenia,Dutchess,27,3,NA,NA,1601-0026,Conn 15-12,C(T),8,NA,NA,NA,142.3498
16-MLLR-0.5,1824,Mill River,NA,16,MLLR,0.5,1100005,NA,1,20 m below rte 26 bridge.,41.69111,-73.59084,Dover,Dutchess,27,3,NA,NA,1601-0017,Conn 15- 4- 2,C(T),8,NA,NA,NA,122.3387
16-STBK-0.1,2629,Stony Brook,NA,16,STBK,0.1,1100005,NA,1,cr 24 at blaze orange stone bridge.,41.71054,-73.62211,Dover,Dutchess,27,3,NA,NA,1601-0017,Conn 15- 4- 2,C(T),7,NA,NA,NA,222.6274
16-SWEL-0.1,2637,Seven Wells Brook,NA,16,SWEL,0.1,1100005,NA,1,5 m below rte 22 bridge.,41.73461,-73.58066,Dover,Dutchess,27,3,NA,NA,1601-0023,Conn 15- 6- 1,A,8,High_gradient;hard_bottom,Altered,NA,116.7236
16-SWMP-0.2,956,Swamp River,NA,16,SWMP,0.2,1100005,16012100,1,10 m above co.rt. 6 bridge.,41.71528,-73.57611,Dover,Dutchess,27,3,NA,NA,1601-0015,Conn 15- 4,C(T),8,NA,NA,NA,109.2389
16-SWMP-6.8,NA,Swamp River,NA,16,SWMP,6.8,1100005,NA,NA,pleasant ridge rd.,41.64683,-73.56862,Dover,Dutchess,27,3,NA,NA,1601-0015,Conn 15- 4,C(T),8,Low_gradient;soft_bottom,Altered,NA,127.7373
16-TEN-11.0,963,Tenmile River,NA,16,TEN,11,1100005,NA,2,30 m below main rd. bridge.,41.74139,-73.57082,Dover,Dutchess,27,3,NA,NA,1601-0012,Conn 15,B(T),8,NA,NA,NA,112.8431
16-TEN-15.5,962,Tenmile River,NA,16,TEN,15.5,1100005,NA,1,100 m below sinpatch rd. bridge.,41.78028,-73.55943,Amenia,Dutchess,27,3,NA,NA,1601-0012,Conn 15,C(T),8,NA,NA,NA,130.7434
16-TEN-2.5,966,Tenmile River,NA,16,TEN,2.5,1100005,16011102,5,20 m below lake ellis rd. bridge.,41.65389,-73.5386,Dover,Dutchess,27,3,NA,NA,1601-0011,Conn 15,C(T),8,NA,NA,NA,94.43431
16-TEN-5.2,965,Tenmile River,NA,16,TEN,5.2,1100005,NA,4,above single lane bridge.,41.67778,-73.56084,Dover,Dutchess,27,3,NA,NA,1601-0011,Conn 15,C(T),8,NA,NA,NA,102.7402
16-TEN-8.5,964,Tenmile River,NA,16,TEN,8.5,1100005,NA,3,20 m below lime kiln rd. bridge.,41.71611,-73.56917,Dover,Dutchess,27,3,NA,NA,1601-0011,Conn 15,C(T),8,NA,NA,NA,106.1862
16-WASS-1.2,1825,Wassaic Creek,NA,16,WASS,1.2,1100005,16012102,1,100 m above co.rte 81.,41.795,-73.5525,Amenia,Dutchess,27,3,NA,NA,1601-0024,Conn 15-11,C(T),8,High_gradient;hard_bottom,Altered,NA,130.0508
16-WCHUR-0.9,42673972,Stone Church Brook,NA,16,WCHUR,0.9,1100005,NA,0,off northup rd; about 350 feet from stairs.,41.73935,-73.584937,Dover,Dutchess,27,3,NA,NA,1601-0011,Conn 15,C(T),8,NA,NA,NA,124.6271
16-WEBA-0.1,1826,Webatuck Creek,NA,16,WEBA,0.1,1100005,NA,4,10 m above sinpatch rd. bridge.,41.78083,-73.55527,Amenia,Dutchess,27,3,NA,NA,1601-0026,Conn 15-12,C(T),8,NA,NA,NA,129.8563
16-WEBA-10.7,1105,Webatuck Creek,NA,16,WEBA,10.7,1100005,NA,1,50 m above amenia union rd. bridge.,41.85667,-73.51444,Amenia,Dutchess,27,3,NA,NA,1601-0026,Conn 15-12,C(T),8,NA,NA,NA,148.1409
16-WEBA-23.3,42674449,Webatuck Creek,NA,16,WEBA,23.3,1100005,NA,30,rudd pond rd.,41.9936,-73.5126,Northeast,Dutchess,27,3,NA,NA,1601-0026,Conn 15-12,C(T),8,NA,NA,NA,232.976
16-WEBA_T4-1.3,NA,Unnamed Tributary To Webatuck Creek,NA,16,WEBA_T4,1.3,1100005,NA,NA,25 m above downey rd.,41.92911,-73.52637,Northeast,Dutchess,27,3,NA,NA,1601-0026,Conn 15-12,C(T),8,Low_gradient;hard_bottom,NA,NA,185.7771
16-WHILL-0.8,42674001,Hiller Brook,NA,16,WHILL,0.8,1100005,NA,1,upstream of n quaker hill rd. culvert.,41.58905,-73.58415,Pawling,Dutchess,27,3,NA,NA,1601-0016,Conn 15- 4,C(TS),8,NA,NA,NA,148.9496
16-WSWEL-0.1,42674075,Seven Wells Brook,NA,16,WSWEL,0.1,1100005,NA,1,5 m below rte 22 bridge.,41.73458,-73.58063,Dover,Dutchess,27,3,NA,NA,1601-0023,Conn 15- 6- 1,A,8,NA,NA,NA,116.1392
16-WSWEL-0.7,42674076,Seven Wells Brook,NA,16,WSWEL,0.7,1100005,NA,0,north of bus garage on seven wells brook rd. crane property.,41.72767,-73.58617,Dover,Dutchess,27,3,NA,NA,1601-0023,Conn 15- 6- 1,A,8,NA,NA,NA,144.3226
16-WTEN-2.5,42674081,Tenmile River,NA,16,WTEN,2.5,1100005,NA,05B,fishing pull off on dutchess cr 22.,41.65565,-73.53725,Dover,Dutchess,27,3,NA,NA,1601-0011,Conn 15,B(T),8,NA,NA,NA,96.82412
16-WWEBA-10.7,42674100,Webatuck Creek,NA,16,WWEBA,10.7,1100005,NA,1,cr2 bridge.,41.856585,-73.514513,Amenia,Dutchess,27,3,NA,NA,1601-0026,Conn 15-12,C(T),8,NA,NA,NA,148.8385
16-WWEBA-12.0,42674099,Webatuck Creek,NA,16,WWEBA,12,1100005,NA,01A,on ny line. sr 343.,41.86772,-73.50186,Amenia,Dutchess,27,3,NA,NA,1601-0026,Conn 15-12,C,8,NA,NA,NA,151.451
16-WWEBA-19.3,42674101,Webatuck Creek,NA,16,WWEBA,19.3,1100005,NA,0,on rail trail.,41.94851,-73.51093,Northeast,Dutchess,27,3,NA,NA,1601-0026,Conn 15-12,C(T),8,NA,NA,NA,204.976
17-ABET-1.0,4102,Abets Creek,NA,17,ABET,1,2030202,NA,1,upstream of culvert on south country rd.,40.761745,-72.976233,Brookhaven,Suffolk,103,1,NA,NA,1701-0239,(MW6.3e) GB-SIS-SHB-134,C,14,NA,NA,NA,2.789999
17-AWIX-0.7,1963,Awixa Creek,NA,17,AWIX,0.7,2030202,NA,1,10 m below union blvd bridge.,40.7275,-73.23054,Islip,Suffolk,103,1,NA,NA,1701-0093,(MW7.8)  AO-GSB-197,SC,14,NA,NA,NA,1.247307
17-BEVD-2.1,4104,Beaverdam Creek,NA,17,BEVD,2.1,2030202,NA,1,upstream of lakeside lande.,40.82763,-72.658648,Southampton,Suffolk,103,1,NA,NA,1701-0104,(MW7.5) AO-GSB-178,C,14,NA,NA,NA,2.015946
17-BLND-0.3,2928,Blind Brook,BLND-05 (pre-2017),17,BLND,0.3,1100006,NA,5,just downstream from oakland beack ave.,40.9607,-73.68987,Rye,Westchester,119,3,NA,NA,1702-0130,(MW3.4)  LIS-11,SC,14,NA,NA,NA,0.2573776
17-BLND-3.4,85,Blind Brook,BLND-04 (pre-2017),17,BLND,3.4,1100006,17022503,4,150 m above gaging station; at theodore fremd st.,40.983283,-73.68625,Rye,Westchester,119,3,NA,NA,1702-0130,(MW3.4)  LIS-11,SC,14,NA,NA,NA,5.460521
17-BLND-5.7,1155,Blind Brook,BLND-03 (pre-2017),17,BLND,5.7,1100006,NA,3,westchester ave;at harrison ex pk;100 m below brdge.,41.00917,-73.69417,Rye,Westchester,119,3,NA,NA,1702-0130,(MW3.4)  LIS-11,SC,14,NA,NA,NA,21.096
17-BLND-6.8,1154,Blind Brook,BLND-02 (pre-2017),17,BLND,6.8,1100006,NA,2,lincoln rd; 150 m south of hutchinson river pkwy.,41.02222,-73.69499,Harrison,Westchester,119,3,NA,NA,1702-0130,(MW3.4)  LIS-11,SC,14,NA,NA,NA,44.73044
17-BLND-8.2,1153,Blind Brook,BLND-01 (pre-2017),17,BLND,8.2,1100006,NA,1,anderson hill rd.,41.04,-73.69019,Rye,Westchester,119,3,NA,NA,1702-0130,(MW3.4)  LIS-11,C,14,NA,NA,NA,73.28259
17-BLND-9.8,2927,Blind Brook,PURC-01 (pre-2017),17,BLND,9.8,1100006,NA,1,just upstream of west rd. this is blind bk not unnamed stream.,41.05494,-73.70377,Harrison,Westchester,119,3,NA,NA,1702-0130,(MW3.4)  LIS-11,C,14,NA,NA,NA,102.6033
